Filename	WER	PESQ	bitrate
common_voice_ca_31783827.wav	0.3333333333333333	2.4682	24
common_voice_ca_31355082.wav	0.46153846153846156	2.1745	24
common_voice_ca_30957864.wav	0.1	2.3450	24
common_voice_ca_30957977.wav	0.0	2.3785	24
upc_ca_ona_100011.wav	0.0	2.4169	24
common_voice_ca_19928655.wav	0.38461538461538464	3.1784	24
common_voice_ca_31241514.wav	0.0	3.6966	24
upc_ca_ona_100086.wav	0.0	2.6158	24
common_voice_ca_30943492.wav	0.09090909090909091	2.2021	24
common_voice_ca_31302766.wav	0.0	2.1415	24
common_voice_ca_19034690.wav	0.8571428571428571	1.1620	24
upc_ca_ona_100006.wav	0.03225806451612903	2.3997	24
common_voice_ca_31430396.wav	0.0	3.1566	24
upc_ca_ona_100007.wav	0.0	2.5335	24
upc_ca_ona_100005.wav	0.0	2.4901	24
common_voice_ca_31340186.wav	0.0	2.0414	24
common_voice_ca_18489700.wav	0.3333333333333333	2.2220	24
common_voice_ca_31326639.wav	0.0	2.5943	24
common_voice_ca_31118065.wav	0.0	2.6800	24
upc_ca_ona_100040.wav	0.029411764705882353	2.1768	24
upc_ca_pau_101063.wav	0.0	2.6559	24
upc_ca_ona_100013.wav	0.0	2.2760	24
upc_ca_pau_101058.wav	0.13333333333333333	2.6899	24
common_voice_ca_31360128.wav	0.36363636363636365	2.6302	24
common_voice_ca_31265085.wav	0.08333333333333333	2.3139	24
upc_ca_ona_100018.wav	0.09090909090909091	2.4773	24
upc_ca_ona_100054.wav	0.08823529411764706	2.4878	24
upc_ca_ona_100080.wav	0.0	2.3605	24
upc_ca_ona_100000.wav	0.0	2.6878	24
